id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.0026885169521219773,0.3288685255564513,0.11243114409279666,0.18390815830151117,0.08374462376972902,0.07503956986636143,0.05421220132863473,0.010402563385114751,0.0001424778547694088
2,0.0005583481702112874,0.003133133053405542,0.00031107575288459317,4.866946535162942e-08,0.046668851684188196,0.0006878973489636579,2.280882928675301e-06,0.9998613309511106,0.005312086217845069
3,6.798692974724035e-05,0.007126949928752442,0.0008789243051765796,0.022657863443093555,0.039063192541064495,0.9793865729544581,0.0002348870403547164,0.0027427158876517145,0.00012058883194547317
4,0.0812855968342102,0.01957794716930213,0.014317878225409818,1.313564561367822e-05,0.0495159218872617,0.015110622171688655,0.0018934259090746001,0.10004763955654335,0.41250251440962626
5,0.000541776521759801,0.9097444867829867,0.05741574651615141,0.017135861242561824,0.05535678076105037,0.009038865316797507,0.0018789771959509354,0.0035102208889179766,0.0010222933268438194
6,0.00024274035013861469,0.9336850179193503,0.08532274216210524,0.000388118002090394,0.06096470814805145,0.008415861888204576,0.0010985187210756377,0.01091573722275896,0.0012194444966576346
7,3.114020634000265e-05,0.9665246211806003,0.023492548200203158,0.003827463975127507,0.0680806968515646,0.002619184013386252,5.6122969920782324e-05,0.0021492495885051944,0.009083021125739924
8,1.4993624074449806e-05,0.9878584869188431,0.007234876198097218,0.013278656634469489,0.06802837869157019,0.00493928036970784,5.475186758825528e-05,0.0007902191684820096,0.02815277441972069
9,0.00024674635995388245,0.5882612284402456,0.36732094241149316,0.008305443844805275,0.06085607503003038,0.006476091004182568,0.001885822055621241,0.012664726687210344,0.0017983355720872915
10,6.90850789599265e-06,0.08574752644616655,0.8314023234574426,0.20688244298911215,0.04458319684896376,0.001687055919568211,0.00015736278836489336,0.006817973778389064,0.03141306393707831
11,0.01184571272343173,0.008137114041165577,8.541573208574272e-05,3.1306531267692905e-05,0.06219647710075709,0.9745920642589136,2.8813387568745275e-05,0.0009823932879825458,0.0351613362912636
12,0.002101641314255618,0.00042375704930739235,0.0013814066815089007,0.001955391064849413,0.03902685709871574,0.020263548243284538,0.000250078029687693,0.9810497289491931,0.037598619632957936
13,5.681481255385682e-05,0.5415758214381651,0.3722250196927105,0.00016309742323525317,0.0640512498652913,0.0036419786219964627,0.0022226281719554958,0.03129609094978194,0.0014060997899829424
14,0.017450767374397783,0.0006142495670494081,0.00957288318026011,2.601462706479334e-07,0.03874960528561305,0.0015888772520059092,0.003962568389476122,0.950648587874418,0.006364516467912153
15,0.004759075468200122,0.010957422820219014,0.0027384753088992696,0.0003265217031152259,0.185910392532463,0.008337554191940724,0.014285395008149888,0.00275464457967541,0.0013640406629502107
16,0.003446970433457723,0.003402720357695501,0.004716525922602119,0.0027915352787599703,0.04975943285261063,0.09814436917370274,0.81979972578287,0.0014815508298703462,0.0002907296458589048
17,0.0008127407319869557,0.0011375473929162044,0.003661001037068282,7.057292795038533e-05,0.04277237988249406,0.9921439411830423,3.6653159116979395e-05,0.005905048907056219,0.0026147295393397
18,2.1753860080834373e-05,0.2547384705977581,0.5238348099318154,0.3538691488497765,0.06174164694142178,0.00860376511116654,0.00011439034559918418,0.007504664849526674,0.019676105000523532
19,0.0019870320742045693,0.9740356124288884,0.05943890516362937,0.0015200874766118104,0.060503042254775284,0.0023216869310182073,4.355820795905587e-05,0.0031234743586166006,0.011209511275674195
20,1.270666330821728e-05,0.15177552636630115,0.780046546256057,0.044285795331503675,0.05049456834007705,0.002871293431945939,0.00017118038580720684,0.015375597179434122,0.0072425749014561605
21,0.015472228475723286,0.0026674986871673893,0.00015626783348869958,3.207790694548833e-05,0.056130209081230016,0.9905575447628273,1.0147400068900047e-05,0.000870976356404014,0.01089107811744297
22,0.0018696853668294681,0.002666250038937658,0.00010484157732601522,0.00010486945191958211,0.04010580709076641,0.9972880601524406,0.00030275842635498406,0.006715834685975373,0.00020304608788359834
23,2.43994781712684e-05,0.3088307411562085,0.5807027374568438,0.00021697799389693226,0.07332367051603388,0.0031075013494662462,0.001184541055063451,0.016047671437583556,0.0030760046332063994
24,0.0010492028637210066,0.0018293639925580254,0.0006043403717224174,4.875800990320659e-07,0.04889195821949246,0.0023650416661499993,0.0002944064134959274,0.9977605370024046,0.002982121980258803
25,0.0001397398689286019,0.00045714073616325425,0.0002173560664740573,0.000429262770403126,0.05150261964896711,0.9942431858590322,2.609292068748889e-05,0.006798152287258559,0.0012990652314588303
26,1.9407578850662257e-05,0.7306359019361388,0.23104915490553127,0.0031122052257301232,0.06434622674436868,0.0010638698382611912,2.649896005003817e-05,0.015099744545508968,0.00419074014459909
27,0.651908687904907,0.004194357291121907,0.0011073301751283703,8.95176303613811e-05,0.04636534519813031,0.12592861011396358,0.01633211964395049,0.11144206078517434,0.14745856965184612
