id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.0020461086281948074,0.5543640490761238,0.2730245078002288,0.1395814721854172,0.0014418392432403305,0.007325698873069334,0.016134034621718713,0.0036169372646616582,0.002465352307345366
2,0.0015487147940014944,0.0002793565280299317,0.000159579673330418,8.98056941109973e-05,4.1852925785042484e-05,0.0004008010445573092,0.00011029556528019284,0.9970852262468272,0.0002843675280776343
3,0.000583068328982897,0.006440735249714339,0.0015524437033711145,0.08635247928788906,0.00023289815669962972,0.9029121778423226,0.0007196858179869061,0.0007374643019165025,0.00046904731111699924
4,0.12457648671828696,0.07488754405804017,0.030143860032371527,0.020331001550455675,0.02469460979969898,0.03914993863046355,0.071273050364998,0.07898510485836749,0.5359584039873176
5,0.0010350473130025346,0.7893427990463155,0.17417152107168588,0.02652511209801858,0.0003299914436323715,0.00043827295406167474,0.005391412034068082,0.0010949917436143574,0.00167085229560107
6,0.0001559414332549343,0.9782129563132603,0.019169359751484937,0.0009512168669982544,0.0001910198973965565,0.0004092329980316676,0.0004485724051598166,0.00031016971243553673,0.00015153062197793845
7,0.005015675697290416,0.8974168035520713,0.05085495255350738,0.019789505765264163,0.0036881108827002147,0.002846113135086971,0.0023718784583632905,0.011202313172729643,0.006814646782986469
8,0.0004069744969259276,0.9668996966946056,0.027740124506356417,0.0037638712991251225,0.00018052354141647776,0.00023794715279744187,0.00026103238725069003,0.00013892794099436729,0.000370901980527904
9,0.001030445252365937,0.4254472130303879,0.5473515740698399,0.005735769385868239,0.0008410125243412734,0.0021223547435271985,0.014914768288448397,0.0010806312733525687,0.0014762314318686918
10,0.0025709380039333294,0.39031696443260583,0.530111315864795,0.05885501732254376,0.0010420728365886094,0.004091023116415637,0.004086649907226857,0.001881277398364422,0.007044741117526636
11,0.06004906823528214,0.006157871580752032,0.002914129484393304,0.004514908640273471,0.0018543399756330084,0.4538564518314266,0.004038901122635083,0.008940902338542441,0.4576734267910618
12,0.0023117002985027454,0.0007840246314453741,0.0006117733371108955,0.00016077083843722093,7.259172360503713e-05,0.0010913572288442858,0.00024133367719394997,0.9909414106753238,0.003785037589536707
13,0.001216679708906259,0.7267157289789383,0.24897084768768263,0.0018662109738525085,0.0008981334605043618,0.007617346967286617,0.003520856858436225,0.007415553385216755,0.0017786419791763874
14,0.00127670895802268,0.0004945434354476871,0.0006060301687939354,0.0002512371136206125,0.0001440594486679482,0.003526650707547234,0.003327184752394888,0.9897687165775547,0.0006048688379501985
15,0.0001731638775554925,0.00021043227015160018,7.492607244450609e-05,8.339473095093384e-05,0.9987334320864224,0.00022615265312894847,0.00027024780833399836,0.00015304038005125467,7.521012096095934e-05
16,0.0002011599990581606,0.002857056186771944,0.0017148030632660257,0.0024677576832342367,0.0001520395985076067,0.16827482519534998,0.8213605116607503,0.002776078968637931,0.00019576764442397578
17,0.00015195539384152865,0.00012420231315173532,0.0002824669661165729,8.739916775211913e-05,0.00016170740947565355,0.9984996047996235,0.00018668248354504247,0.0002325352994776538,0.00027344616701615616
18,0.0028559116487039773,0.5886582963820839,0.22746337302117142,0.1579332484023346,0.001350715561286171,0.010652825349389062,0.0022294759531419246,0.0025375835042659987,0.006318570177622903
19,0.011778168821558554,0.8887400349677906,0.0624656574379186,0.009568384480192139,0.0015855578632426872,0.004629688977660818,0.0027159664401059983,0.010446591017688245,0.008069949993842472
20,0.0006290406582026848,0.1256104953190505,0.8595469141668362,0.008227636574918772,0.0011010074427496282,0.0008716472997786989,0.002535036237774617,0.001219518302427827,0.00025870399826106853
21,0.0006105668138905456,0.0001801917721986362,8.873341325339164e-05,8.777420991121252e-05,7.226355492479254e-05,0.9965967045620021,0.0005031764043833538,0.0005027110352836101,0.0013578782341524109
22,0.00028572339307730046,8.687463817503003e-05,4.907035753427142e-05,8.145888446250212e-05,5.3977581241301754e-05,0.9977301752446195,0.0014014932959477944,0.00012631189539047549,0.00018491470955177004
23,0.0007487960201417377,0.337762979379906,0.6458230261401168,0.0006330944721852496,0.0004913248308523701,0.0068629926478817535,0.0018692127651908554,0.004939170623848473,0.0008694031198765997
24,0.0018250214748697494,0.0003252378492713942,0.0004881443050373829,6.0014257744155105e-05,0.00010377749677614795,0.006537588474214413,0.00581859276262794,0.9844896764949876,0.000351946884471267
25,0.00035273952115340615,0.0002005168243688552,8.463501361033908e-05,0.00011751868434790675,0.000490321202298888,0.9976418734670257,0.0004801414526300413,0.0005285526672455408,0.00010370116731917565
26,0.0005335393101324738,0.09734424006518934,0.8985503353676714,0.00046137461001167834,9.848419829280203e-05,0.00039246582640452206,0.0004517866019113972,0.0013431724793238882,0.0008246015410624614
27,0.7081886060758383,0.013152502523643413,0.007115388380219305,0.004388986414048136,0.0041394540144042355,0.04380661001818361,0.009244616124262117,0.07577002677450186,0.13419380967489908
28,0.040039200249685415,0.6270319906308491,0.05407165098034696,0.06427407704879741,0.011688445052964638,0.044339360060830876,0.059903768447796414,0.04168768357694434,0.056963823951784946
29,0.0019031437459061905,0.0004084783621572486,0.0009014857642442483,0.00023487200620454579,0.00010430254002021617,0.002211504209787633,0.9916599587701954,0.001580746357420104,0.000995508244064172
30,0.0007027857182575415,0.5116080802558425,0.3576852013238487,0.12294929748692689,0.0005085169209881866,0.0007823064991713369,0.004427424505307385,0.0006361080195500929,0.0007002792701074937
31,0.00022007679396670777,0.00025090311225714,0.00011693118122121815,0.00011350911261632352,0.0002836555716706507,0.9980496265342269,0.0006338780772446954,0.00020346250886109273,0.0001279571079353005
32,0.00033339340616450483,0.0009159434618598577,0.0016696062818251332,0.0001549004286968758,8.554421917227491e-05,0.0008417374844392141,0.001837682154900889,0.9939129185289732,0.00024827403396791224
33,0.000964830621161561,0.00019489514382039626,6.867421534784982e-05,6.0932596928249904e-05,0.9975539702922861,0.0001842397073263718,0.00014021094945685714,0.00027860630827354865,0.0005536401653990366
34,0.02021401539642541,0.18558996066127378,0.05491090877619855,0.05417658524411367,0.5188797924700858,0.07554892429154307,0.02090832821694053,0.039186433482079334,0.03058505146133987
35,0.0032193747839437954,0.7362184172605085,0.1712374317287858,0.05642365738791323,0.0012680572587857133,0.002060486283774155,0.025159999914964527,0.0026604878105663185,0.0017520875707579462
36,0.0024226436700343266,0.00037414929747315657,0.000724091546521186,0.00073092038904689,0.0002589009862412646,0.9594787815687539,0.021358651812317216,0.01175470589619759,0.0028971548334146245
37,0.0006502141241286992,0.00028551953606422293,0.0001416600349581295,0.00020865944970565207,0.00012753977484866665,0.9972535287684656,0.000625505359687169,0.0005121754498692825,0.00019519750227255645
38,0.008060499223381201,0.000628759562774131,0.0005017391266190385,0.00011153555468706964,8.861994710439189e-05,0.0027860618273414994,0.0006720452674157429,0.967591623783261,0.01955911570741601
39,0.0008296133170298748,0.7394355387310634,0.21490372134055308,0.03273705259431445,0.0008402641415963351,0.0017018270831687381,0.0033671654427995285,0.0027456325228218917,0.003439184826652834
40,0.00046241868975677186,0.000446778635733715,0.00015620095370276466,0.0001022581680642408,0.00012965714439338474,0.0002518914548520144,0.0001556235200385974,0.9948182294702386,0.0034769419632199117
41,0.0016129013119663411,0.37555526780305193,0.5721604696442604,0.02732478572259943,0.0031900466466103484,0.0016926748013316427,0.010581937942226664,0.004911601788007816,0.002970314339945531
42,0.03084477555289203,0.014041257399699948,0.006081627490088361,0.021005906563181066,0.004926964339415419,0.8740618998791465,0.010058856853239356,0.018591981209486984,0.02038673071285043
43,0.0050377879588393085,0.170904813556247,0.12477458436812874,0.00825735309570584,0.002850267167010878,0.3789206857486375,0.2990416106984437,0.0053468076980162935,0.004866089708970546
44,0.0007346991871270179,0.3611155974636858,0.6275860851167878,0.0004044336719334301,0.0006953203113581423,0.0027793428241362082,0.0032787587723741435,0.002636311090623987,0.0007694515619736456
45,0.0019167925351312007,0.00035224185714850223,0.00013642814539991004,0.00033899919015916075,0.0002049122038957432,0.9947061977501468,0.0003361417384670432,0.0005766935973029049,0.0014315929823488784
46,0.0010433367057570782,0.44419118529177065,0.27783083653974444,0.2694072928168961,0.0004827698012435616,0.0008976634598423279,0.004089293900899684,0.0008068905680537093,0.001250730915792548
47,0.003722487252757758,0.47901551313278906,0.4725236888726061,0.02065675494536646,0.0014215025443642636,0.0037147450511110496,0.01192542681417236,0.004063307648479917,0.002956573738353026
48,0.00014428367363120273,0.9846216732689284,0.007954510071495797,0.004949991063697448,0.0001951832153851547,0.0001729097069272801,0.0016961965285649044,0.00014056360444355848,0.00012468886692620858
49,0.00018808293027982478,0.8896399561673173,0.09524361168011906,0.012874287227817928,0.00019581575899261288,0.0003167058775508774,0.001105953957847657,0.0002400824444166425,0.00019550395565805828
50,0.00010966241191235016,0.00012979486699529657,5.885066820502424e-05,5.6675399946893795e-05,0.00013377967893890466,0.9990190985457698,0.00023014634367279305,0.0001847159832062208,7.72761013527678e-05
51,0.0035693373680276996,0.8246995926975585,0.14258191835965647,0.01674216081067057,0.0012359884478064863,0.0029298950289516554,0.0015536484424415326,0.002154021076463476,0.004533437768423569
52,0.0004750198336176771,0.0002770385325858667,0.00017140909175405195,4.781309172776387e-05,0.00013477603944755015,0.0003664590952626981,0.0002620672965350209,0.9981015357439279,0.00016388127514135184
53,0.000733843883496046,0.9636933713041202,0.02319729286392471,0.008054032818456795,0.00039933487405254453,0.0014471316281393627,0.0008342503213334368,0.0008557169175924652,0.0007850253888843442
54,0.007756704102341578,0.41463286099901564,0.279633239338208,0.21900362560676562,0.005143994353250114,0.018014065445723156,0.024696376035232243,0.01112370391538675,0.01999543020407692
55,0.0016574766004658732,0.8438128227298127,0.11662307036333326,0.03220689618565232,0.0005356651187190385,0.0010290401780037512,0.002173916576226588,0.0010657309231589763,0.0008953813246274518
56,0.00742984321094424,0.7025848585533971,0.2146803625489746,0.0031246529531994455,0.005272987956836853,0.028767239352120794,0.010728485248281227,0.017091552838870663,0.010320017337374959
57,5.271090650195706e-05,0.0002338201147823583,0.0002772843308700153,7.540321650073025e-05,9.066517594650212e-05,0.9989731391110552,0.0001380230999147909,9.604470033880792e-05,6.290934408964824e-05
58,0.0025376019670434362,0.0003209544150532306,0.00012772938392063214,8.095394650299247e-05,6.737722645590171e-05,0.0006595296580329693,0.00013224628134512554,0.0004823238546823485,0.9955912832669633
59,0.05569717842373965,0.165189262421485,0.06767498542341406,0.02409210868300528,0.005570925381419542,0.08663119274596533,0.043856196214076236,0.013087620869529117,0.5382005298373658
60,0.027335585635979112,0.01402839034680086,0.0021935380426582095,0.0021833064105482693,0.0022395491783649664,0.18076402103620004,0.0023767869294715705,0.6806436071444819,0.08823521527549508
61,0.0002320418559739177,0.953812143101769,0.04448049207887267,0.00041126469245606617,0.00012226785644106814,0.00019468322870908454,0.00022375346431095013,0.0003767636368247735,0.00014659008464240264
62,0.012821464303144393,0.010903164198681937,0.002092252237981719,0.002037225996979953,0.0007514507441455188,0.002681318005925816,0.001478427521901304,0.004496936721304148,0.9627377602699353
63,0.0022373127196880604,0.40013760163504497,0.5742721709074909,0.011822752213975754,0.0007270975142776929,0.0015759360170305781,0.004651230967599975,0.002451019584871099,0.0021248784400210363
64,0.0008562856974344278,0.00035450186644839015,0.00010289415982536103,3.4356391105402046e-05,2.1416108021882546e-05,0.0004865611220516885,8.031586610245926e-05,7.429458945406748e-05,0.9979893741995564
65,0.004213336479965212,0.44445097006614087,0.1974744588912144,0.0016080579602669608,0.0026334914589131813,0.008820478987831894,0.0039060830900759886,0.3344956561861952,0.0023974668793962746
66,0.0016771106310276677,0.024684016339398155,0.0962741954611169,0.003979891116698917,0.0004339675717883341,0.0013180245202898265,0.8707740522275428,0.0004374708927971672,0.0004212712393404294
