7894	INTENSITY/STRENGTH	14.084556
7894	VALENCE/PLEASANTNESS	14.084556
7894	BAKERY	14.084556
7894	SWEET	14.084556
7894	FRUIT	14.084556
7894	FISH	14.084556
7894	GARLIC	14.084556
7894	SPICES	14.084556
7894	COLD	14.084556
7894	SOUR	14.084556
7894	BURNT	14.084556
7894	ACID	14.084556
7894	WARM	14.084556
7894	MUSKY	14.084556
7894	SWEATY	14.084556
7894	AMMONIA/URINOUS	14.084556
7894	DECAYED	14.084556
7894	WOOD	14.084556
7894	GRASS	14.084556
7894	FLOWER	14.084556
7894	CHEMICAL	14.084556
6505	INTENSITY/STRENGTH	14.329875
6505	VALENCE/PLEASANTNESS	14.329875
6505	BAKERY	14.329875
6505	SWEET	14.329875
6505	FRUIT	14.329875
6505	FISH	14.329875
6505	GARLIC	14.329875
6505	SPICES	14.329875
6505	COLD	14.329875
6505	SOUR	14.329875
6505	BURNT	14.329875
6505	ACID	14.329875
6505	WARM	14.329875
6505	MUSKY	14.329875
6505	SWEATY	14.329875
6505	AMMONIA/URINOUS	14.329875
6505	DECAYED	14.329875
6505	WOOD	14.329875
6505	GRASS	14.329875
6505	FLOWER	14.329875
6505	CHEMICAL	14.329875
9862	INTENSITY/STRENGTH	13.557496
9862	VALENCE/PLEASANTNESS	13.557496
9862	BAKERY	13.557496
9862	SWEET	13.557496
9862	FRUIT	13.557496
9862	FISH	13.557496
9862	GARLIC	13.557496
9862	SPICES	13.557496
9862	COLD	13.557496
9862	SOUR	13.557496
9862	BURNT	13.557496
9862	ACID	13.557496
9862	WARM	13.557496
9862	MUSKY	13.557496
9862	SWEATY	13.557496
9862	AMMONIA/URINOUS	13.557496
9862	DECAYED	13.557496
9862	WOOD	13.557496
9862	GRASS	13.557496
9862	FLOWER	13.557496
9862	CHEMICAL	13.557496
