7894	INTENSITY/STRENGTH	41.750714
7894	VALENCE/PLEASANTNESS	36.415
7894	BAKERY	2.262555
7894	SWEET	8.082025
7894	FRUIT	2.949607
7894	FISH	2.282927
7894	GARLIC	4.323914
7894	SPICES	6.578546
7894	COLD	4.844833
7894	SOUR	8.72182
7894	BURNT	5.403293
7894	ACID	8.095427
7894	WARM	4.397477
7894	MUSKY	8.316599
7894	SWEATY	4.619549
7894	AMMONIA/URINOUS	6.918823
7894	DECAYED	5.066755
7894	WOOD	2.781493
7894	GRASS	2.952432
7894	FLOWER	3.870696
7894	CHEMICAL	21.470958
6505	INTENSITY/STRENGTH	29.141735
6505	VALENCE/PLEASANTNESS	38.105
6505	BAKERY	4.66661
6505	SWEET	10.80301
6505	FRUIT	3.190177
6505	FISH	2.429699
6505	GARLIC	4.034247
6505	SPICES	6.96621
6505	COLD	3.646709
6505	SOUR	10.872806
6505	BURNT	8.126262
6505	ACID	6.116748
6505	WARM	6.62469
6505	MUSKY	9.846489
6505	SWEATY	5.522041
6505	AMMONIA/URINOUS	5.438532
6505	DECAYED	7.358682
6505	WOOD	3.688918
6505	GRASS	3.256536
6505	FLOWER	4.735879
6505	CHEMICAL	13.367428
9862	INTENSITY/STRENGTH	55.099286
9862	VALENCE/PLEASANTNESS	51.395
9862	BAKERY	3.809438
9862	SWEET	18.056479
9862	FRUIT	7.131388
9862	FISH	1.454453
9862	GARLIC	1.5824
9862	SPICES	10.134386
9862	COLD	5.847473
9862	SOUR	6.132028
9862	BURNT	4.666291
9862	ACID	6.908727
9862	WARM	6.537215
9862	MUSKY	5.131966
9862	SWEATY	2.230544
9862	AMMONIA/URINOUS	5.6509
9862	DECAYED	3.076726
9862	WOOD	3.205547
9862	GRASS	3.27593
9862	FLOWER	8.333017
9862	CHEMICAL	20.036906
241	INTENSITY/STRENGTH	59.903673
241	VALENCE/PLEASANTNESS	50.665
241	BAKERY	5.026054
241	SWEET	20.581736
241	FRUIT	7.609942
241	FISH	1.019034
241	GARLIC	1.570004
241	SPICES	7.662022
241	COLD	5.607869
241	SOUR	6.57338
241	BURNT	5.233572
241	ACID	6.15578
241	WARM	6.891575
241	MUSKY	6.160359
241	SWEATY	2.906835
241	AMMONIA/URINOUS	5.035262
241	DECAYED	3.466628
241	WOOD	2.946579
241	GRASS	2.910173
241	FLOWER	9.010192
241	CHEMICAL	17.861672
660	INTENSITY/STRENGTH	51.660408
660	VALENCE/PLEASANTNESS	42.815
660	BAKERY	1.12302
660	SWEET	12.878709
660	FRUIT	5.656018
660	FISH	0.625449
660	GARLIC	2.028824
660	SPICES	5.674908
660	COLD	6.958105
660	SOUR	7.374684
660	BURNT	4.466351
660	ACID	8.273371
660	WARM	4.3647
660	MUSKY	6.002678
660	SWEATY	3.25606
660	AMMONIA/URINOUS	7.034352
660	DECAYED	4.302937
660	WOOD	2.739421
660	GRASS	3.830474
660	FLOWER	6.510807
660	CHEMICAL	24.029347
32594	INTENSITY/STRENGTH	35.476327
32594	VALENCE/PLEASANTNESS	37.99
32594	BAKERY	2.42945
32594	SWEET	7.72514
32594	FRUIT	2.160118
32594	FISH	2.062162
32594	GARLIC	5.583922
32594	SPICES	7.071664
32594	COLD	4.005675
32594	SOUR	8.541404
32594	BURNT	6.278827
32594	ACID	6.593698
32594	WARM	4.365096
32594	MUSKY	8.267176
32594	SWEATY	4.296416
32594	AMMONIA/URINOUS	5.288673
32594	DECAYED	4.535772
32594	WOOD	2.80516
32594	GRASS	3.298624
32594	FLOWER	4.14924
32594	CHEMICAL	17.963832
9025	INTENSITY/STRENGTH	31.227551
9025	VALENCE/PLEASANTNESS	37.4
9025	BAKERY	2.862279
9025	SWEET	10.257078
9025	FRUIT	2.973897
9025	FISH	1.511665
9025	GARLIC	3.216501
9025	SPICES	5.833178
9025	COLD	3.830101
9025	SOUR	11.578489
9025	BURNT	6.718165
9025	ACID	6.125209
9025	WARM	5.923002
9025	MUSKY	9.014837
9025	SWEATY	6.253867
9025	AMMONIA/URINOUS	5.342318
9025	DECAYED	7.159303
9025	WOOD	3.61764
9025	GRASS	2.657924
9025	FLOWER	4.795218
9025	CHEMICAL	13.957897
61331	INTENSITY/STRENGTH	61.94102
61331	VALENCE/PLEASANTNESS	46.43
61331	BAKERY	4.056103
61331	SWEET	17.452858
61331	FRUIT	7.669308
61331	FISH	2.525379
61331	GARLIC	1.908258
61331	SPICES	6.462312
61331	COLD	5.099411
61331	SOUR	8.108444
61331	BURNT	5.032837
61331	ACID	6.228834
61331	WARM	5.935275
61331	MUSKY	7.307056
61331	SWEATY	3.314926
61331	AMMONIA/URINOUS	5.325469
61331	DECAYED	5.111822
61331	WOOD	3.087392
61331	GRASS	3.147295
61331	FLOWER	7.960908
61331	CHEMICAL	18.903596
957	INTENSITY/STRENGTH	40.857245
957	VALENCE/PLEASANTNESS	39.125
957	BAKERY	1.604238
957	SWEET	10.119008
957	FRUIT	5.309873
957	FISH	0.846976
957	GARLIC	2.293876
957	SPICES	3.975998
957	COLD	4.980948
957	SOUR	9.760195
957	BURNT	5.188726
957	ACID	7.458951
957	WARM	4.791345
957	MUSKY	9.152253
957	SWEATY	4.858299
957	AMMONIA/URINOUS	6.280767
957	DECAYED	5.387166
957	WOOD	3.336102
957	GRASS	2.553725
957	FLOWER	4.915672
957	CHEMICAL	20.777424
6920	INTENSITY/STRENGTH	58.226633
6920	VALENCE/PLEASANTNESS	49.15
6920	BAKERY	6.862003
6920	SWEET	21.620714
6920	FRUIT	7.682267
6920	FISH	0.878581
6920	GARLIC	1.614513
6920	SPICES	6.735032
6920	COLD	4.75835
6920	SOUR	7.044938
6920	BURNT	6.053691
6920	ACID	5.796304
6920	WARM	7.058631
6920	MUSKY	7.218848
6920	SWEATY	2.919998
6920	AMMONIA/URINOUS	4.704897
6920	DECAYED	4.086155
6920	WOOD	3.26989
6920	GRASS	2.737871
6920	FLOWER	7.529673
6920	CHEMICAL	16.160419
5362588	INTENSITY/STRENGTH	60.512245
5362588	VALENCE/PLEASANTNESS	42.21
5362588	BAKERY	3.657491
5362588	SWEET	14.628704
5362588	FRUIT	5.877107
5362588	FISH	2.950235
5362588	GARLIC	1.988635
5362588	SPICES	7.598543
5362588	COLD	5.082719
5362588	SOUR	8.223267
5362588	BURNT	5.298966
5362588	ACID	7.023943
5362588	WARM	6.236381
5362588	MUSKY	7.79055
5362588	SWEATY	4.008823
5362588	AMMONIA/URINOUS	5.885911
5362588	DECAYED	4.950911
5362588	WOOD	2.908231
5362588	GRASS	3.032861
5362588	FLOWER	6.776718
5362588	CHEMICAL	20.618396
5950	INTENSITY/STRENGTH	31.285102
5950	VALENCE/PLEASANTNESS	36.51
5950	BAKERY	4.25654
5950	SWEET	10.209866
5950	FRUIT	3.272424
5950	FISH	1.918495
5950	GARLIC	3.632569
5950	SPICES	6.440975
5950	COLD	4.0569
5950	SOUR	10.057376
5950	BURNT	8.877748
5950	ACID	6.802398
5950	WARM	6.357534
5950	MUSKY	9.761376
5950	SWEATY	6.15867
5950	AMMONIA/URINOUS	6.242449
5950	DECAYED	7.449261
5950	WOOD	3.854145
5950	GRASS	3.113167
5950	FLOWER	4.215163
5950	CHEMICAL	15.773298
11980	INTENSITY/STRENGTH	29.315204
11980	VALENCE/PLEASANTNESS	37.275
11980	BAKERY	2.954309
11980	SWEET	7.681438
11980	FRUIT	2.074673
11980	FISH	1.883063
11980	GARLIC	4.136471
11980	SPICES	5.488723
11980	COLD	4.864726
11980	SOUR	9.629035
11980	BURNT	6.334867
11980	ACID	7.0754
11980	WARM	5.840876
11980	MUSKY	9.240436
11980	SWEATY	5.994965
11980	AMMONIA/URINOUS	5.616317
11980	DECAYED	5.393275
11980	WOOD	3.631646
11980	GRASS	3.074458
11980	FLOWER	3.205886
11980	CHEMICAL	15.947115
22873	INTENSITY/STRENGTH	32.172449
22873	VALENCE/PLEASANTNESS	41.59
22873	BAKERY	5.109708
22873	SWEET	13.017085
22873	FRUIT	3.666851
22873	FISH	2.340666
22873	GARLIC	3.587038
22873	SPICES	6.914784
22873	COLD	3.718646
22873	SOUR	11.326749
22873	BURNT	6.749952
22873	ACID	4.593729
22873	WARM	7.074067
22873	MUSKY	10.543482
22873	SWEATY	4.882689
22873	AMMONIA/URINOUS	4.871812
22873	DECAYED	4.526659
22873	WOOD	3.171421
22873	GRASS	3.634421
22873	FLOWER	5.208205
22873	CHEMICAL	11.916795
7937	INTENSITY/STRENGTH	47.549592
